epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,1883.05,1.0229,0.81061,1.14229,0.88067,0.70286,0.8101,0.56324,1.08546,0.74402,1.08691,0.00090793,0.00090793,0.00090793
95,1902.85,1.01913,0.79868,1.14452,0.87024,0.68459,0.79848,0.57956,0.9851,0.76317,1.06359,0.00090694,0.00090694,0.00090694
96,1922.75,1.03364,0.81768,1.16463,0.87674,0.71429,0.82412,0.60549,0.93799,0.69833,1.03607,0.00090595,0.00090595,0.00090595
97,1942.61,1.03107,0.80086,1.15968,0.86711,0.73168,0.82513,0.60089,0.96902,0.70667,1.04967,0.00090496,0.00090496,0.00090496
98,1962.57,1.02752,0.80585,1.14579,0.86769,0.71275,0.8199,0.59407,0.94926,0.71197,1.03752,0.00090397,0.00090397,0.00090397
99,1982.42,1.03539,0.80649,1.15277,0.86896,0.70558,0.81739,0.59736,0.95579,0.73114,1.04119,0.00090298,0.00090298,0.00090298
100,2002.35,1.03343,0.80121,1.16036,0.87336,0.70271,0.80839,0.58052,0.99008,0.75332,1.056,0.00090199,0.00090199,0.00090199
101,2022.22,1.01557,0.7941,1.14358,0.83609,0.72709,0.80794,0.58971,0.97155,0.7167,1.05873,0.000901,0.000901,0.000901
102,2041.99,1.03459,0.80739,1.16371,0.85455,0.71896,0.81323,0.58384,1.01197,0.74397,1.07227,0.00090001,0.00090001,0.00090001
103,2061.85,1.03271,0.79607,1.15584,0.84463,0.72965,0.81336,0.58235,1.02684,0.71149,1.0716,0.00089902,0.00089902,0.00089902
104,2081.81,1.00977,0.78672,1.14608,0.87711,0.70251,0.81146,0.58765,0.98406,0.71799,1.04481,0.00089803,0.00089803,0.00089803
105,2101.82,1.03805,0.80163,1.14534,0.87662,0.72399,0.82182,0.59933,0.94504,0.69527,1.0329,0.00089704,0.00089704,0.00089704
106,2121.75,1.01265,0.78883,1.15441,0.84758,0.71182,0.80933,0.58599,0.98616,0.7567,1.05327,0.00089605,0.00089605,0.00089605
107,2141.61,1.01014,0.79791,1.1455,0.82133,0.7404,0.81952,0.57785,1.06728,0.7314,1.08232,0.00089506,0.00089506,0.00089506
108,2161.58,1.02493,0.79805,1.1495,0.83357,0.74296,0.81506,0.58469,1.0178,0.73637,1.05547,0.00089407,0.00089407,0.00089407
109,2181.51,1.01098,0.78949,1.13905,0.85792,0.73118,0.8163,0.57972,1.01602,0.7221,1.04575,0.00089308,0.00089308,0.00089308
110,2201.62,1.01817,0.77377,1.13667,0.88545,0.71685,0.81901,0.58822,1.00545,0.70931,1.0443,0.00089209,0.00089209,0.00089209
