epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,1179.55,1.13426,0.91394,1.25483,0.80293,0.69261,0.7609,0.51921,1.14597,0.87334,1.11246,0.0009406,0.0009406,0.0009406
62,1199.08,1.13519,0.89638,1.24321,0.85491,0.67537,0.78251,0.55446,1.04866,0.82237,1.09711,0.00093961,0.00093961,0.00093961
63,1218.19,1.12383,0.89781,1.24754,0.83401,0.68946,0.77263,0.52834,1.16567,0.86077,1.11795,0.00093862,0.00093862,0.00093862
64,1237.42,1.13658,0.89157,1.23535,0.78151,0.70763,0.76161,0.53616,1.08233,0.88468,1.10522,0.00093763,0.00093763,0.00093763
65,1256.4,1.09602,0.88176,1.24383,0.8423,0.70832,0.79107,0.53255,1.19823,0.83807,1.12427,0.00093664,0.00093664,0.00093664
66,1275.28,1.08359,0.85783,1.2314,0.81942,0.69534,0.7712,0.53395,1.07608,0.85942,1.0961,0.00093565,0.00093565,0.00093565
67,1294.36,1.10364,0.88208,1.2425,0.86175,0.66308,0.77377,0.54573,1.07734,0.81574,1.12673,0.00093466,0.00093466,0.00093466
68,1313.23,1.12353,0.8874,1.24487,0.83206,0.67988,0.77353,0.55603,1.04337,0.83368,1.10744,0.00093367,0.00093367,0.00093367
69,1332.27,1.11086,0.87442,1.22018,0.8541,0.68868,0.77877,0.56218,1.01255,0.81961,1.08256,0.00093268,0.00093268,0.00093268
70,1351.21,1.0703,0.83738,1.22294,0.85537,0.68664,0.78312,0.53651,1.1246,0.81215,1.10997,0.00093169,0.00093169,0.00093169
71,1370.19,1.10275,0.8567,1.23265,0.8567,0.69534,0.79403,0.55609,1.06499,0.7837,1.1068,0.0009307,0.0009307,0.0009307
72,1389.17,1.09264,0.83713,1.22813,0.79087,0.68766,0.75225,0.47875,1.27958,0.93447,1.1583,0.00092971,0.00092971,0.00092971
73,1408.16,1.11047,0.8467,1.25537,0.83437,0.69636,0.77269,0.51868,1.20813,0.86198,1.18484,0.00092872,0.00092872,0.00092872
74,1427.18,1.07312,0.83351,1.20156,0.80055,0.69673,0.75631,0.5151,1.13705,0.91405,1.1424,0.00092773,0.00092773,0.00092773
75,1446.08,1.07542,0.83629,1.21702,0.86326,0.69822,0.79426,0.56326,1.0579,0.76893,1.07221,0.00092674,0.00092674,0.00092674
76,1465.18,1.06195,0.81541,1.2039,0.82581,0.68453,0.77154,0.55137,1.02469,0.84066,1.0748,0.00092575,0.00092575,0.00092575
77,1484.19,1.0734,0.82246,1.22722,0.8241,0.7148,0.78666,0.5649,1.01156,0.80871,1.07924,0.00092476,0.00092476,0.00092476
78,1503.19,1.0892,0.83561,1.22039,0.88963,0.68817,0.79763,0.54968,1.09132,0.81667,1.08691,0.00092377,0.00092377,0.00092377
79,1522.16,1.05769,0.80841,1.20249,0.8588,0.69227,0.79684,0.56865,1.02,0.76741,1.07363,0.00092278,0.00092278,0.00092278
80,1541.31,1.07883,0.84971,1.20397,0.88126,0.67641,0.79703,0.57378,1.02076,0.78484,1.08919,0.00092179,0.00092179,0.00092179
81,1560.34,1.09001,0.84413,1.22952,0.83378,0.71916,0.7855,0.54306,1.09165,0.81092,1.10375,0.0009208,0.0009208,0.0009208
82,1579.26,1.08901,0.83538,1.22891,0.83434,0.71433,0.79562,0.57569,0.99653,0.79257,1.05706,0.00091981,0.00091981,0.00091981
83,1598.28,1.07341,0.82694,1.20981,0.82636,0.70046,0.78958,0.56964,0.99743,0.80666,1.06933,0.00091882,0.00091882,0.00091882
84,1617.19,1.06666,0.81303,1.20215,0.83424,0.68356,0.77734,0.55027,1.0411,0.7938,1.08746,0.00091783,0.00091783,0.00091783
85,1636.12,1.07788,0.83577,1.21201,0.83922,0.71019,0.78869,0.56652,1.03389,0.77145,1.0878,0.00091684,0.00091684,0.00091684
86,1655.11,1.08175,0.81402,1.21226,0.85261,0.71889,0.80853,0.55791,1.11052,0.77524,1.08717,0.00091585,0.00091585,0.00091585
87,1673.94,1.06353,0.79716,1.19517,0.86838,0.6892,0.79622,0.58356,0.99254,0.76135,1.05723,0.00091486,0.00091486,0.00091486
88,1693.02,1.06007,0.81403,1.20434,0.88031,0.69294,0.79903,0.58583,0.97711,0.75305,1.05313,0.00091387,0.00091387,0.00091387
89,1712.05,1.05222,0.79846,1.19835,0.85498,0.69131,0.79561,0.57868,0.98991,0.77828,1.05517,0.00091288,0.00091288,0.00091288
90,1731.06,1.05811,0.80411,1.20669,0.83449,0.69995,0.79248,0.57189,1.00722,0.78597,1.07497,0.00091189,0.00091189,0.00091189
91,1750.01,1.03774,0.80986,1.19261,0.87872,0.67844,0.79303,0.57836,1.00292,0.80005,1.06973,0.0009109,0.0009109,0.0009109
92,1769.12,1.04487,0.79738,1.18665,0.85921,0.70306,0.80057,0.57635,1.03152,0.76986,1.06771,0.00090991,0.00090991,0.00090991
93,1788.29,1.03812,0.79518,1.18571,0.86554,0.71633,0.81022,0.57212,1.06272,0.75412,1.06404,0.00090892,0.00090892,0.00090892
94,1807.33,1.05487,0.80177,1.20466,0.85976,0.71883,0.80466,0.5808,1.03814,0.75126,1.05796,0.00090793,0.00090793,0.00090793
95,1826.26,1.03495,0.77412,1.18424,0.85877,0.7161,0.81349,0.59194,1.00301,0.72741,1.05262,0.00090694,0.00090694,0.00090694
96,1845.3,1.0497,0.77948,1.18722,0.88635,0.71483,0.81518,0.58051,1.03199,0.74827,1.07732,0.00090595,0.00090595,0.00090595
97,1864.43,1.03284,0.75995,1.17186,0.84911,0.70712,0.8049,0.576,1.00908,0.75202,1.06935,0.00090496,0.00090496,0.00090496
98,1883.51,1.03057,0.78257,1.19061,0.85843,0.71787,0.80416,0.55894,1.08005,0.78136,1.08172,0.00090397,0.00090397,0.00090397
